content,score,Label,textCaseFolding,textStopWord,textClean,textTokens,teksNormalized,textSteam,appsTokensFdist,topTokens
"Udah bagus tetapi pada surah Al Qalam ada huruf م diatas yang berarti harus berhenti namun pada ayat 48 kenapa tidak berhenti, mohon koreksinya untuk surah lain juga apabila ada yang salah 🙏",4,1,"udah bagus tetapi pada surah al qalam ada huruf م diatas yang berarti harus berhenti namun pada ayat 48 kenapa tidak berhenti, mohon koreksinya untuk surah lain juga apabila ada yang salah 🙏","udah bagus surah al qalam huruf م diatas berhenti ayat 48 berhenti, mohon koreksinya surah salah 🙏","udah bagus surah al qalam huruf م diatas berhenti ayat 48 berhenti, mohon koreksinya surah salah ","['udah', 'bagus', 'surah', 'al', 'qalam', 'huruf', 'م', 'diatas', 'berhenti', 'ayat', '48', 'berhenti', ',', 'mohon', 'koreksinya', 'surah', 'salah']","[' sudah', 'bagus', ' suruh', 'al', 'qalam', 'huruf', 'م', 'diatas', 'berhenti', 'ayat', '48', 'berhenti', ',', 'mohon', 'koreksinya', ' suruh', 'salah']","['sudah', 'bagus', 'suruh', 'al', 'qalam', 'huruf', '', 'atas', 'henti', 'ayat', '48', 'henti', 'mohon', 'koreksi', 'suruh', 'salah']",<FreqDist with 14 samples and 16 outcomes>,"[('suruh', 2), ('henti', 2), ('sudah', 1), ('bagus', 1), ('al', 1)]"
syukur alhamdulillah dengan adanya alquran terjemahan ini sangat membantu kami yang belajar pemula,5,1,syukur alhamdulillah dengan adanya alquran terjemahan ini sangat membantu kami yang belajar pemula,syukur alhamdulillah alquran terjemahan membantu belajar pemula,syukur alhamdulillah alquran terjemahan membantu belajar pemula,"['syukur', 'alhamdulillah', 'alquran', 'terjemahan', 'membantu', 'belajar', 'pemula']","['syukur', 'alhamdulillah', 'alquran', 'terjemahan', 'membantu', 'belajar', 'pemula']","['syukur', 'alhamdulillah', 'alquran', 'terjemah', 'bantu', 'ajar', 'mula']",<FreqDist with 7 samples and 7 outcomes>,"[('syukur', 1), ('alhamdulillah', 1), ('alquran', 1), ('terjemah', 1), ('bantu', 1)]"
"Alhamdulillah terbantu dengan aplikasi ini, hanya saja sayangnya untuk arah qiblat tdk bisa akses, diarahkan kalibrasi tp tdk muncul qiblatnya sudah coba beberapa kali tetap sama",4,1,"alhamdulillah terbantu dengan aplikasi ini, hanya saja sayangnya untuk arah qiblat tdk bisa akses, diarahkan kalibrasi tp tdk muncul qiblatnya sudah coba beberapa kali tetap sama","alhamdulillah terbantu aplikasi ini, sayangnya arah qiblat tdk akses, diarahkan kalibrasi tp tdk muncul qiblatnya coba kali","alhamdulillah terbantu aplikasi ini, sayangnya arah qiblat tdk akses, diarahkan kalibrasi tp tdk muncul qiblatnya coba kali","['alhamdulillah', 'terbantu', 'aplikasi', 'ini', ',', 'sayangnya', 'arah', 'qiblat', 'tdk', 'akses', ',', 'diarahkan', 'kalibrasi', 'tp', 'tdk', 'muncul', 'qiblatnya', 'coba', 'kali']","['alhamdulillah', 'terbantu', 'aplikasi', 'ini', ',', 'sayangnya', 'arah', 'qiblat', ' tidak', 'akses', ',', 'diarahkan', 'kalibrasi', ' tapi', ' tidak', 'muncul', 'qiblatnya', 'coba', 'kali']","['alhamdulillah', 'bantu', 'ini', 'sayang', 'arah', 'qiblat', 'tidak', 'akses', 'arah', 'kalibrasi', 'tapi', 'tidak', 'muncul', 'qiblatnya', 'coba', 'kali']",<FreqDist with 14 samples and 16 outcomes>,"[('arah', 2), ('tidak', 2), ('alhamdulillah', 1), ('bantu', 1), ('ini', 1)]"
"Aplikasi ini sangat bermanfaat, aku pakai aplikasi ini kurang lebih dari 2019 dan sampai sekarang. Cuman ada sedikit saran mungkin ditambahkan fitur kalender hijriah yang ada keterangan hari besar islam dan puasa sunnahnya.",5,1,"aplikasi ini sangat bermanfaat, aku pakai aplikasi ini kurang lebih dari 2019 dan sampai sekarang. cuman ada sedikit saran mungkin ditambahkan fitur kalender hijriah yang ada keterangan hari besar islam dan puasa sunnahnya.","aplikasi bermanfaat, pakai aplikasi 2019 sekarang. cuman saran fitur kalender hijriah keterangan islam puasa sunnahnya.","aplikasi bermanfaat, pakai aplikasi 2019 sekarang. cuman saran fitur kalender hijriah keterangan islam puasa sunnahnya.","['aplikasi', 'bermanfaat', ',', 'pakai', 'aplikasi', '2019', 'sekarang', '.', 'cuman', 'saran', 'fitur', 'kalender', 'hijriah', 'keterangan', 'islam', 'puasa', 'sunnahnya', '.']","['aplikasi', 'bermanfaat', ',', 'pakai', 'aplikasi', '2019', 'sekarang', '.', 'cuman', 'saran', 'fitur', 'kalender', 'hijriah', 'keterangan', 'islam', 'puasa', 'sunnahnya', '.']","['manfaat', 'pakai', '2019', 'sekarang', 'cuman', 'saran', 'fitur', 'kalender', 'hijriah', 'terang', 'islam', 'puasa', 'sunnahnya']",<FreqDist with 13 samples and 13 outcomes>,"[('manfaat', 1), ('pakai', 1), ('2019', 1), ('sekarang', 1), ('cuman', 1)]"
alquran yg sangat simple dan mudah digunakan. terimakasih pengembang,5,1,alquran yg sangat simple dan mudah digunakan. terimakasih pengembang,alquran yg simple mudah digunakan. terimakasih pengembang,alquran yg simple mudah digunakan. terimakasih pengembang,"['alquran', 'yg', 'simple', 'mudah', 'digunakan', '.', 'terimakasih', 'pengembang']","['alquran', ' yang', ' sederhana', 'mudah', 'digunakan', '.', ' terima kasih', 'pengembang']","['alquran', 'yang', 'sederhana', 'guna', 'terima kasih', 'kembang']",<FreqDist with 6 samples and 6 outcomes>,"[('alquran', 1), ('yang', 1), ('sederhana', 1), ('guna', 1), ('terima kasih', 1)]"
karena bisa baca/hafalan tanpa wudhu dan bisa baca / hafalan kalau lagi pergi,5,1,karena bisa baca/hafalan tanpa wudhu dan bisa baca / hafalan kalau lagi pergi,baca/hafalan wudhu baca / hafalan pergi,baca/hafalan wudhu baca / hafalan pergi,"['baca/hafalan', 'wudhu', 'baca', '/', 'hafalan', 'pergi']","['baca/hafalan', 'wudhu', 'baca', '/', 'hafalan', 'pergi']","['baca hafal', 'wudhu', 'baca', '', 'hafal', 'pergi']",<FreqDist with 6 samples and 6 outcomes>,"[('baca hafal', 1), ('wudhu', 1), ('baca', 1), ('', 1), ('hafal', 1)]"
aplikasi sangat bermanfaat sangat membantu jadwal shalat dan qiblat saat berada di luar area ketika tidak temukan mesjid terdekat. dan selalu mempermudah membaca al-quan,5,1,aplikasi sangat bermanfaat sangat membantu jadwal shalat dan qiblat saat berada di luar area ketika tidak temukan mesjid terdekat. dan selalu mempermudah membaca al-quan,aplikasi bermanfaat membantu jadwal shalat qiblat area temukan mesjid terdekat. mempermudah membaca al-quan,aplikasi bermanfaat membantu jadwal shalat qiblat area temukan mesjid terdekat. mempermudah membaca al-quan,"['aplikasi', 'bermanfaat', 'membantu', 'jadwal', 'shalat', 'qiblat', 'area', 'temukan', 'mesjid', 'terdekat', '.', 'mempermudah', 'membaca', 'al-quan']","['aplikasi', 'bermanfaat', 'membantu', 'jadwal', 'shalat', 'qiblat', 'area', 'temukan', ' masjid', 'terdekat', '.', 'mempermudah', 'membaca', 'al-quan']","['manfaat', 'bantu', 'jadwal', 'shalat', 'qiblat', 'area', 'temu', 'masjid', 'dekat', 'mudah', 'baca', 'al-quan']",<FreqDist with 12 samples and 12 outcomes>,"[('manfaat', 1), ('bantu', 1), ('jadwal', 1), ('shalat', 1), ('qiblat', 1)]"
"update karena sering adzan nya gak ada suara pdhl udah ikuti pentunjuk pemakaian, tpi udah sangat bagus kok😄😄",4,1,"update karena sering adzan nya gak ada suara pdhl udah ikuti pentunjuk pemakaian, tpi udah sangat bagus kok😄😄","update adzan nya gak suara pdhl udah ikuti pentunjuk pemakaian, tpi udah bagus kok😄😄","update adzan nya gak suara pdhl udah ikuti pentunjuk pemakaian, tpi udah bagus kok","['update', 'adzan', 'nya', 'gak', 'suara', 'pdhl', 'udah', 'ikuti', 'pentunjuk', 'pemakaian', ',', 'tpi', 'udah', 'bagus', 'kok']","[' terbaru', 'adzan', 'nya', 'gak', 'suara', ' padahal', ' sudah', 'ikuti', 'pentunjuk', 'pemakaian', ',', ' tapi', ' sudah', 'bagus', 'kok']","['baru', 'adzan', 'gak', 'suara', 'padahal', 'sudah', 'ikut', 'pentunjuk', 'pakai', 'tapi', 'sudah', 'bagus']",<FreqDist with 11 samples and 12 outcomes>,"[('sudah', 2), ('baru', 1), ('adzan', 1), ('gak', 1), ('suara', 1)]"
Sangat berguna untuk didengarkan dan dihafalkan.Terima kasih sudah diizinkan untuk download semua surat dalam Al Qur'an semoga menjadi ladang pahala bagi semuanya.Aamiin ya rabbal alamiin.,5,1,sangat berguna untuk didengarkan dan dihafalkan.terima kasih sudah diizinkan untuk download semua surat dalam al qur'an semoga menjadi ladang pahala bagi semuanya.aamiin ya rabbal alamiin.,berguna didengarkan dihafalkan.terima kasih diizinkan download surat al qur'an semoga ladang pahala semuanya.aamiin ya rabbal alamiin.,berguna didengarkan dihafalkan.terima kasih diizinkan download surat al qur'an semoga ladang pahala semuanya.aamiin ya rabbal alamiin.,"['berguna', 'didengarkan', 'dihafalkan.terima', 'kasih', 'diizinkan', 'download', 'surat', 'al', ""qur'an"", 'semoga', 'ladang', 'pahala', 'semuanya.aamiin', 'ya', 'rabbal', 'alamiin', '.']","['berguna', 'didengarkan', 'dihafalkan.terima', 'kasih', 'diizinkan', ' unduh', 'surat', 'al', ""qur'an"", 'semoga', 'ladang', 'pahala', 'semuanya.aamiin', ' iya', 'rabbal', 'alamiin', '.']","['guna', 'dengar', 'hafal terima', 'kasih', 'izin', 'unduh', 'surat', 'al', 'qur an', 'moga', 'ladang', 'pahala', 'semua aamiin', 'rabbal', 'alamiin']",<FreqDist with 15 samples and 15 outcomes>,"[('guna', 1), ('dengar', 1), ('hafal terima', 1), ('kasih', 1), ('izin', 1)]"
"MASYA ALLAH... Bagus sekali, semoga ALLAH SWT merahmati ut yg telah menyusunnya. Kami sangat terbantu ut membaca dan memahami mskna dari kandungan ALQURAN. Terimakasih. Wassalumualaikum ww.",5,1,"masya allah... bagus sekali, semoga allah swt merahmati ut yg telah menyusunnya. kami sangat terbantu ut membaca dan memahami mskna dari kandungan alquran. terimakasih. wassalumualaikum ww.","masya allah... bagus sekali, semoga allah swt merahmati ut yg menyusunnya. terbantu ut membaca memahami mskna kandungan alquran. terimakasih. wassalumualaikum ww.","masya allah... bagus sekali, semoga allah swt merahmati ut yg menyusunnya. terbantu ut membaca memahami mskna kandungan alquran. terimakasih. wassalumualaikum ww.","['masya', 'allah', '...', 'bagus', 'sekali', ',', 'semoga', 'allah', 'swt', 'merahmati', 'ut', 'yg', 'menyusunnya', '.', 'terbantu', 'ut', 'membaca', 'memahami', 'mskna', 'kandungan', 'alquran', '.', 'terimakasih', '.', 'wassalumualaikum', 'ww', '.']","['masya', 'allah', '...', 'bagus', 'sekali', ',', 'semoga', 'allah', 'swt', 'merahmati', 'ut', ' yang', 'menyusunnya', '.', 'terbantu', 'ut', 'membaca', 'memahami', 'mskna', 'kandungan', 'alquran', '.', ' terima kasih', '.', 'wassalumualaikum', 'ww', '.']","['masya', 'allah', 'bagus', 'sekali', 'moga', 'allah', 'swt', 'rahmat', 'ut', 'yang', 'susun', 'bantu', 'ut', 'baca', 'paham', 'mskna', 'kandung', 'alquran', 'terimakasih', 'wassalumualaikum', 'ww']",<FreqDist with 19 samples and 21 outcomes>,"[('allah', 2), ('ut', 2), ('masya', 1), ('bagus', 1), ('sekali', 1)]"
Bagus krn gak ada iklan sama sekali. Baik selama di baca maupun udh selesai membacanya.,4,1,bagus krn gak ada iklan sama sekali. baik selama di baca maupun udh selesai membacanya.,bagus krn gak iklan sekali. baca udh selesai membacanya.,bagus krn gak iklan sekali. baca udh selesai membacanya.,"['bagus', 'krn', 'gak', 'iklan', 'sekali', '.', 'baca', 'udh', 'selesai', 'membacanya', '.']","['bagus', ' karena', 'gak', 'iklan', 'sekali', '.', 'baca', 'udh', 'selesai', 'membacanya', '.']","['bagus', 'karena', 'gak', 'iklan', 'sekali', 'baca', 'udh', 'selesai', 'baca']",<FreqDist with 8 samples and 9 outcomes>,"[('baca', 2), ('bagus', 1), ('karena', 1), ('gak', 1), ('iklan', 1)]"
"Setelah di update widget waktu² solatnya jadi tidak ada, tdk bisa tampil, karena harus ke premium berbayar",3,0,"setelah di update widget waktu² solatnya jadi tidak ada, tdk bisa tampil, karena harus ke premium berbayar","update widget waktu² solatnya ada, tdk tampil, premium berbayar","update widget waktu² solatnya ada, tdk tampil, premium berbayar","['update', 'widget', 'waktu²', 'solatnya', 'ada', ',', 'tdk', 'tampil', ',', 'premium', 'berbayar']","[' terbaru', 'widget', 'waktu²', 'solatnya', 'ada', ',', ' tidak', 'tampil', ',', 'premium', 'berbayar']","['baru', 'widget', 'waktu', 'solatnya', 'ada', 'tidak', 'tampil', 'premium', 'bayar']",<FreqDist with 9 samples and 9 outcomes>,"[('baru', 1), ('widget', 1), ('waktu', 1), ('solatnya', 1), ('ada', 1)]"
Aplikasi yg sangat baik... 👍saran saya berikan lebih banyak lg fitur utk ilmu tajwid nya.. agar bisa membaca Alquran sambil belajar ilmu tajwid yg lbh lengkap lg di aplikasi ini.. 🙏,5,1,aplikasi yg sangat baik... 👍saran saya berikan lebih banyak lg fitur utk ilmu tajwid nya.. agar bisa membaca alquran sambil belajar ilmu tajwid yg lbh lengkap lg di aplikasi ini.. 🙏,aplikasi yg baik... 👍saran lg fitur utk ilmu tajwid nya.. membaca alquran belajar ilmu tajwid yg lbh lengkap lg aplikasi ini.. 🙏,aplikasi yg baik... saran lg fitur utk ilmu tajwid nya.. membaca alquran belajar ilmu tajwid yg lbh lengkap lg aplikasi ini.. ,"['aplikasi', 'yg', 'baik', '...', 'saran', 'lg', 'fitur', 'utk', 'ilmu', 'tajwid', 'nya', '..', 'membaca', 'alquran', 'belajar', 'ilmu', 'tajwid', 'yg', 'lbh', 'lengkap', 'lg', 'aplikasi', 'ini', '..']","['aplikasi', ' yang', 'baik', '...', 'saran', ' lagi', 'fitur', ' untuk', 'ilmu', 'tajwid', 'nya', '..', 'membaca', 'alquran', 'belajar', 'ilmu', 'tajwid', ' yang', ' lebih', 'lengkap', ' lagi', 'aplikasi', 'ini', '..']","['yang', 'baik', 'saran', 'lagi', 'fitur', 'untuk', 'ilmu', 'tajwid', 'nya', 'baca', 'alquran', 'ajar', 'ilmu', 'tajwid', 'yang', 'lebih', 'lengkap', 'lagi', 'ini']",<FreqDist with 15 samples and 19 outcomes>,"[('yang', 2), ('lagi', 2), ('ilmu', 2), ('tajwid', 2), ('baik', 1)]"
Assalamualaikum mau nanya kadang-kadang suara adzannya setengah doang nggak sampai selesai kenapa ya.mohon solusinya,4,1,assalamualaikum mau nanya kadang-kadang suara adzannya setengah doang nggak sampai selesai kenapa ya.mohon solusinya,assalamualaikum nanya kadang-kadang suara adzannya doang nggak selesai ya.mohon solusinya,assalamualaikum nanya kadang-kadang suara adzannya doang nggak selesai ya.mohon solusinya,"['assalamualaikum', 'nanya', 'kadang-kadang', 'suara', 'adzannya', 'doang', 'nggak', 'selesai', 'ya.mohon', 'solusinya']","['assalamualaikum', ' bertanya', 'kadang-kadang', 'suara', 'adzannya', 'doang', ' tidak', 'selesai', 'ya.mohon', 'solusinya']","['assalamualaikum', 'tanya', 'suara', 'adzannya', 'doang', 'tidak', 'selesai', 'ya mohon', 'solusi']",<FreqDist with 9 samples and 9 outcomes>,"[('assalamualaikum', 1), ('tanya', 1), ('suara', 1), ('adzannya', 1), ('doang', 1)]"
"Aplikasi.a bagus , mudah & lengkap u/ belajar membaca al-qur'an semoga kedepan.a makin baik lagi , trimss ..",5,1,"aplikasi.a bagus , mudah & lengkap u/ belajar membaca al-qur'an semoga kedepan.a makin baik lagi , trimss ..","aplikasi.a bagus , mudah & lengkap u/ belajar membaca al-qur'an semoga kedepan.a , trimss ..","aplikasi.a bagus , mudah & lengkap u/ belajar membaca al-qur'an semoga kedepan.a , trimss ..","['aplikasi.a', 'bagus', ',', 'mudah', '&', 'lengkap', 'u/', 'belajar', 'membaca', ""al-qur'an"", 'semoga', 'kedepan.a', ',', 'trimss', '..']","['aplikasi.a', 'bagus', ',', 'mudah', '&', 'lengkap', 'u/', 'belajar', 'membaca', ""al-qur'an"", 'semoga', 'kedepan.a', ',', 'trimss', '..']","['aplikasi a', 'bagus', '', '', 'lengkap', 'u', 'ajar', 'baca', 'al-qur an', 'moga', 'depan a', '', 'trimss', '']",<FreqDist with 11 samples and 14 outcomes>,"[('', 4), ('aplikasi a', 1), ('bagus', 1), ('lengkap', 1), ('u', 1)]"
"apl yg bagus, lancar baca quran dan senantiasa memberi tahu waktu sholat dimana pun anda berada.",5,1,"apl yg bagus, lancar baca quran dan senantiasa memberi tahu waktu sholat dimana pun anda berada.","apl yg bagus, lancar baca quran senantiasa sholat dimana berada.","apl yg bagus, lancar baca quran senantiasa sholat dimana berada.","['apl', 'yg', 'bagus', ',', 'lancar', 'baca', 'quran', 'senantiasa', 'sholat', 'dimana', 'berada', '.']","[' aplikasi', ' yang', 'bagus', ',', 'lancar', 'baca', 'quran', 'senantiasa', 'sholat', 'dimana', 'berada', '.']","['aplikasi', 'yang', 'bagus', 'lancar', 'baca', 'quran', 'senantiasa', 'sholat', 'ada']",<FreqDist with 9 samples and 9 outcomes>,"[('aplikasi', 1), ('yang', 1), ('bagus', 1), ('lancar', 1), ('baca', 1)]"
"Bagus bngt sih menurutku, ada jadwal sholat nya jg... Sukses slalu buat yg udah bikin aplikasi ini ya...",5,1,"bagus bngt sih menurutku, ada jadwal sholat nya jg... sukses slalu buat yg udah bikin aplikasi ini ya...","bagus bngt sih menurutku, jadwal sholat nya jg... sukses slalu yg udah bikin aplikasi ya...","bagus bngt sih menurutku, jadwal sholat nya jg... sukses slalu yg udah bikin aplikasi ya...","['bagus', 'bngt', 'sih', 'menurutku', ',', 'jadwal', 'sholat', 'nya', 'jg', '...', 'sukses', 'slalu', 'yg', 'udah', 'bikin', 'aplikasi', 'ya', '...']","['bagus', 'bngt', 'sih', 'menurutku', ',', 'jadwal', 'sholat', 'nya', ' juga', '...', 'sukses', ' selalu', ' yang', ' sudah', 'bikin', 'aplikasi', ' iya', '...']","['bagus', 'bngt', 'turut', 'jadwal', 'sholat', 'jg', 'sukses', 'selalu', 'yang', 'sudah', 'bikin', 'ya']",<FreqDist with 12 samples and 12 outcomes>,"[('bagus', 1), ('bngt', 1), ('turut', 1), ('jadwal', 1), ('sholat', 1)]"
Aplikasi bagus cuma suara azan nya kok ga bisa padahal udah diatur sesuai petunjuk,3,0,aplikasi bagus cuma suara azan nya kok ga bisa padahal udah diatur sesuai petunjuk,aplikasi bagus suara azan nya ga udah diatur sesuai petunjuk,aplikasi bagus suara azan nya ga udah diatur sesuai petunjuk,"['aplikasi', 'bagus', 'suara', 'azan', 'nya', 'ga', 'udah', 'diatur', 'sesuai', 'petunjuk']","['aplikasi', 'bagus', 'suara', 'azan', 'nya', 'ga', ' sudah', 'diatur', 'sesuai', 'petunjuk']","['bagus', 'suara', 'azan', 'ga', 'sudah', 'atur', 'tunjuk']",<FreqDist with 7 samples and 7 outcomes>,"[('bagus', 1), ('suara', 1), ('azan', 1), ('ga', 1), ('sudah', 1)]"
sangat membantu untuk dapat tetap membaca Alqur'an dimanapun,5,1,sangat membantu untuk dapat tetap membaca alqur'an dimanapun,membantu membaca alqur'an dimanapun,membantu membaca alqur'an dimanapun,"['membantu', 'membaca', ""alqur'an"", 'dimanapun']","['membantu', 'membaca', ""alqur'an"", 'dimanapun']","['bantu', 'baca', 'alqur an', 'mana']",<FreqDist with 4 samples and 4 outcomes>,"[('bantu', 1), ('baca', 1), ('alqur an', 1), ('mana', 1)]"
aplikasi ini sangat bagus setiap hari bisa di baca dan ada suara azan nya bisa di hafal sangat bagus,5,1,aplikasi ini sangat bagus setiap hari bisa di baca dan ada suara azan nya bisa di hafal sangat bagus,aplikasi bagus baca suara azan nya hafal bagus,aplikasi bagus baca suara azan nya hafal bagus,"['aplikasi', 'bagus', 'baca', 'suara', 'azan', 'nya', 'hafal', 'bagus']","['aplikasi', 'bagus', 'baca', 'suara', 'azan', 'nya', 'hafal', 'bagus']","['bagus', 'baca', 'suara', 'azan', 'hafal', 'bagus']",<FreqDist with 5 samples and 6 outcomes>,"[('bagus', 2), ('baca', 1), ('suara', 1), ('azan', 1), ('hafal', 1)]"
"sangat membantu dalam proses belajar al-qur'an, recomended",5,1,"sangat membantu dalam proses belajar al-qur'an, recomended","membantu proses belajar al-qur'an, recomended","membantu proses belajar al-qur'an, recomended","['membantu', 'proses', 'belajar', ""al-qur'an"", ',', 'recomended']","['membantu', 'proses', 'belajar', ""al-qur'an"", ',', 'recomended']","['bantu', 'ajar', 'al-qur an', 'recomended']",<FreqDist with 4 samples and 4 outcomes>,"[('bantu', 1), ('ajar', 1), ('al-qur an', 1), ('recomended', 1)]"
"Sangat membantu,memudahkan dlm pencarian surat,juz,arah kiblat dll bermanfaat sekali",5,1,"sangat membantu,memudahkan dlm pencarian surat,juz,arah kiblat dll bermanfaat sekali","membantu,memudahkan dlm pencarian surat,juz,arah kiblat dll bermanfaat","membantu,memudahkan dlm pencarian surat,juz,arah kiblat dll bermanfaat","['membantu', ',', 'memudahkan', 'dlm', 'pencarian', 'surat', ',', 'juz', ',', 'arah', 'kiblat', 'dll', 'bermanfaat']","['membantu', ',', 'memudahkan', 'dalam', 'pencarian', 'surat', ',', 'juz', ',', 'arah', 'kiblat', ' dan lain lain', 'bermanfaat']","['bantu mudah', 'dalam', 'cari', 'surat juz arah', 'kiblat', 'dan lain lain', 'manfaat']",<FreqDist with 7 samples and 7 outcomes>,"[('bantu mudah', 1), ('dalam', 1), ('cari', 1), ('surat juz arah', 1), ('kiblat', 1)]"
"alquran yg sangat ku suka dari semua aplikasi alquran yg ada, mudah dibaca, ada tanda terahir baca ,ada tanda tajwid berwarna, dan alarm waktu sholat, terima kasih semoga dapat pahala dari alloh swt aamiiin",5,1,"alquran yg sangat ku suka dari semua aplikasi alquran yg ada, mudah dibaca, ada tanda terahir baca ,ada tanda tajwid berwarna, dan alarm waktu sholat, terima kasih semoga dapat pahala dari alloh swt aamiiin","alquran yg ku suka aplikasi alquran yg ada, mudah dibaca, tanda terahir baca ,ada tanda tajwid berwarna, alarm sholat, terima kasih semoga pahala alloh swt aamiiin","alquran yg ku suka aplikasi alquran yg ada, mudah dibaca, tanda terahir baca ,ada tanda tajwid berwarna, alarm sholat, terima kasih semoga pahala alloh swt aamiiin","['alquran', 'yg', 'ku', 'suka', 'aplikasi', 'alquran', 'yg', 'ada', ',', 'mudah', 'dibaca', ',', 'tanda', 'terahir', 'baca', ',', 'ada', 'tanda', 'tajwid', 'berwarna', ',', 'alarm', 'sholat', ',', 'terima', 'kasih', 'semoga', 'pahala', 'alloh', 'swt', 'aamiiin']","['alquran', ' yang', 'ku', 'suka', 'aplikasi', 'alquran', ' yang', 'ada', ',', 'mudah', 'dibaca', ',', 'tanda', ' terakhir', 'baca', ',', 'ada', 'tanda', 'tajwid', 'berwarna', ',', 'alarm', 'sholat', ',', 'terima', 'kasih', 'semoga', 'pahala', 'alloh', 'swt', 'aamiiin']","['alquran', 'yang', 'suka', 'alquran', 'yang', 'ada', 'baca', 'tanda', 'akhir', 'baca', 'ada', 'tanda', 'tajwid', 'warna', 'alarm', 'sholat', 'terima', 'kasih', 'moga', 'pahala', 'alloh', 'swt', 'aamiiin']",<FreqDist with 18 samples and 23 outcomes>,"[('alquran', 2), ('yang', 2), ('ada', 2), ('baca', 2), ('tanda', 2)]"
