content,score
"Assalaamualaikum Warahmatullahi Wabarakatuh. Terima kasih banget kepada yang terhormat Developer PT. Dalfindo Cipta Karya sudah memperbarui Aplikasi Al Quran Indonesia, semoga dalam Versi terbaru Aplikasinya meningkatkan kualitasnya dan semua bug yang ada hilang tidak lagi ngeleg, serta semoga Bapak/Ibu yang telah membuat Aplikasi ini menjadi ladang Pahala Amal Jariah, mendapatkan Ganjaran dan Pahala yang besar di Dunia dan di Ahkirat. Aamiin Yaa Allah.. Yaa Robbal'allamiin. 🤲🏻🤲🏻🙏🏻🙏🏻🙏🏻",5
"memudahkan untuk membacanya,, serta lengkap dengan hukum tajwidnya",5
"Mudah di akses, mudah dibaca, mudah dalam pencarian",5
"Isi nya lengkap, ada terjemah perkatanya juga👍",5
"OK Bagus, Tapi kalo bisa pas Adzan berkumandang, Pembacaan Al-Qur'an berhenti otomatis, bisr enga jadi satu suaranya👍👍",5
Sangat membantu aplikasi ini dimana saja kapan saja bisa untuk mengaji terimakasih..,5
asli bagus saya bisa lebih hapal dengan aplikasi ini jadi saya bisa ngapalin di mana aja contohnyah di sekolah saya,5
"Tolong di perbaiki untuk pengguna HP terbaru infinix, jadwal sholat meleset jauh",4
Aplikasi ini bagus menurut saya saya jadi bisa menghapal Al-Qur'an denga mudah tanpa harus skelor2 dan itu membuat saya jadi gampang menghapal al-Qur'an,5
"Aplikasi yg menurut gua bener"" bisa di jadiin referensi hafalan surah maupun terjemahan nya sih ini. goks parah apk ini recommen 💯",5
"Bintangnya buat app ya. Alhamdulillah sangat membantu semoga Allah menjadikan pahala bagi para pembuatnya . Tapi update terakhir masih mengganggu karena app tidak ada di menu dan saya harus masukkan ke gaming hub bagian bookmark. Malah sekarang hilang juga di widget . Hp saya jenis samsung A05, apa ini anomali ?",2
"Yang harus ditambahkan ketika update lagi: pemutar murotal seringkali terhenti ketika ada telpon, saya harus ngulangin lagi dari ayat 1",5
"Sangat bagus dan berguna dibawa kemana2 bisa utk membaca Al Qur'an dan terjemahannya, juga tahu waktu sholat dan arah qiblat kemanapun kita pergi. Dan free/gratis. Makasih admin, jazakallahukhaer",5
Sangat bermanfaat sekali untuk slalu mengingatkan bahwa waktu sholat sudah tiba. Trimakasih,5
"Assalamualikum, Aplikasinya sudah bagus, cuman kalo boleh untuk tampilan jadwal sholat dalam bentuk widget di layar hp, d kasih menu settingan background untuk tingkat transparansi, jadi user bisa mengatur warna background, atau d kasih default warna black saja juga sudah bagus, sehingga user bisa mengatur sesuai selera masing - masing, seperti saya yang tidak suka kalo warna backgroundnya mengikuti warna wallpaper saya.",5
"Dengan aplikasi ini, saya bisa belajar hukum bacaan, surat, huruf hijaiyah dan lain lain. Semoga aplikasi ini bisa membantu orang yang masih dari awal dan belajar di aplikasi ini. Terima kasih Alquran Indonesia",5
"Sangat berguna sekali,,bagi kita yg masih sekolah mau pun lainnya,,saya juga menggunakan ini untuk menghafal surat / hapalan di sekolah saya,,bergunaa sekalii",5
baik membantu dalam membaca dan mudah di bawa ke mana aja,5
Bang deplover apk tolong kasih masuk audio nya seh Ali Jaber atau kembaran nya seh yg lain lagi suaranya merdu dan bagus sekali oke sekian dan terima kasih assalamualaikum wr WB. Dari avis👍🙏🤲,5
Aplikasi alqur'an ini sangat bagus sangat bermanfa'at buat saya mempermudah saya dalam membaca artinya,5
"Tolong tambahkan fitur pilihan beberapa suara adzan yang berbeda beda, terimakasih",5
Al Qur'an digital indonesia...amat sngt membantu sekali...bisa tadarus Al-Qur'an kapan saja... trimakasih..good job...,5
"Ini sangat membantu saya saat di perjalanan jauh. Tetapi, saya lebih memilih untuk ada murotal agar saat mau tidur bisa mendengarkan murotal. Sudah sih itu saja. Terimskasih.",4
Kenapa ya arah kiblat nya gak muncul di hp saya? Padahal sudah di update aplikasi nya.,3
Ini sangat bagus saya suka karena simpel jadi GK usah bawa Bawa quran keluar tinggal liat di habis pliiis siapa yang buat Al Qur'an ini ini bagus banget,5
"Alhamdulillah ada aplikasi Alquran di handphone, dan memudahkan ku untuk membaca Al Qur'an di manapun, mantap min Alhamdulillah",5
bagus Karna dapat memberitahu kapan akan azan dan bisa menghafalkan surat surat yang panjang atau yang pendek semoga dapat di buat lebih bagus tolong ya lebih di perbaiki😁😊😊😊😊😊,4
"aplikasi ini sangat baik bisa mengajarkan saya mengaji, menghafal surat - surat yang ada di AL-QUR'AN INDONESIA ini saya sangat suka dengan aplikasi ini♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️",5
Saya sudah lama menggunakan aplikasi ini dan Alhamdulillah aplikasinya sangat baik dan bisa membantu kita untk belajar mengaji,5
"Mohon jangan terlalu sering muncul iklan.,Selebihnya baik. Terimakasih dengan adanya aplikasi al-qur'an ini sangat membantu saya.",5
saya sangat menyukai nyh cuman ad sedikit suara azan nyh gk keluar tapi bagus juga kok💗💗💗💗💖💖💓💐🌈❤️‍🔥,5
"sangat membantu sekali tuk belajar. saran, tambah reciter nya",5
"aplikasinya keren, tajwidnya jelas jadi mudah untuk membacanya....",5
"Terimakasih. Aplikasi ini telah memberikan kemudahan kpd saya untuk memperbaiki bacaan saya dengan cara mendengarkan ""contoh"" murrotall yg bisa dipilih. Saya berharap hal ini terus dapat ditingkatkan lagi. Aaamiin.",5
"padahal sudah bagus bisa nambahin widget jadwal shalat, tbtb pas update harus go premium :'))",4
untuk adzan sholat 5 waktu sering tidak ada suaranya walaupun sudah di setting on,2
sangat bagus buat kita yg masih belajar baca qur'an mudah di pahami,5
"Terima kasih lebih mudah membaca Al-Quran dimanapun dan kapanpun, Bismillah semoga.. sdg belajar untuk istiqomah",5
Sangat bermanfaat...... Tulisan dan bacaannya sangat jelas serta mudah dalam pelafalannya. Terima kasih,5
Aplikasinya sangat membantu..semoga jadi amal jariyah bagi yang membuat Aplikasinya...Aamiin.,5
Menurut aku dari semua aplikasi-aplikasi yang pernah aku coba kayaknya ini deh yang paling bagus karena di dalamnya tersedia murottal sebanyak 114 surah dan itu ya seterah lah ya atau sama dengan 30 juz alquran lah jadi itunya tuh lengkap banget suaranya juga jelas cuman kalau pertama kali buka aplikasi ini kalian harus download dulu surah-surah yang ada di dalamnya setelah itu udah deh kalian bisa pakai murottal,5
"saya bisa membaca Alquran di mana saja dan kepan saja, saya juga bisa lebih mudah menghafal surah2 di Alquran sedikit demi sedikit sekarang",5
"suara jelas tulisan jg jelas, merupan fasilitas baca Al Qur'an yang praktis. terimakasih",4
"Sungguh pahala jariyah buat orang yang menciptakan aplikasi ini Ya allah,sehat"" selalu dan panjang umur murah rezeki nya🤲🤗",5
"Sangat bermanfaat, semoga keberkahan dan pahala selalu mengalir kepada pengembang dan kita semua... aamiin",5
"Assalamu'alaikum Wr. Wb, alhamdulillah aplikasi ini sangat membantu dalam menambah wawasan, keimanan dan ketaqwaan kepada Allah SWT. Jazakumullah khoiron katsiron.",5
"membantu utk beribadah, bisa belajar membaca alquran dan mengingatkan waktu solat, bagus sekali aplikasi ini dan mobile jd bisa digunakan dimanapun berada",5
bagus dan memudahkan untuk membaca dan belajar tajwid.,5
"subhanallah...terimakasih banyak buat yg menciptakan aplikasi alquran. merasa terbantu bisa mengaji kapanpun & dimanapun,tanpa membawa alqur'an. semoga berkah barokah 🤲🏼🤲🏼🤲🏼",5
"keren bgt! apps.nya ringan, terus ada alarm sholatnya juga. no ribet ribet club",5
"bagus, sangat membantu dalam tadarusan dan selalu mengingatkan shalat",5
Sangat membantu untuk mengingatkan waktu sholat. Tapi kenapa sekarang jadwal sholatnya tidak muncul di layar hand phone?,5
"Apk sangat bermanfaat sekali, mudah2an pengembang menambahkan fitur tasbih digital jd 1 apk lbih praktis lg.",5
"aplikasi nya bagus, cuma tambahan sedikit. Bila perlu tambahin lagi catatan' ilmu tajwidnya, agar kami lebih bisa memperdalam ilmu tajwid/ hukum bacaan dari setiap ayatnya, terimakasih",4
Lebih enak membaca terjemahan dan arti kata sangat enak mudah dibaca dan dipahami,5
"alhamdulillah, dengan adanya quran digital saya bisa membacanya setiap saat",5
"aplikasi ini sangatt baguss buat kita yg suka ke mana"" tapi lupa bawa al Qur'an,, bagusss👍",5
"Setelah diupdate hari ini, nama kota di widget tidak bisa berubah walaupun sudah disentuh. Biasanya juga tidak berubah otomatis kalau tidak disentuh dulu.",3
"Bagus...alhamdulillah Usul ,.. tolong pencarian juga ditambah dengan versi tulisan arab jadi orang lebih enak kalo mau mencari ayat, seandainya dia gk tahu ayat brp surat apa,.",5
"Ternyata udah ganti pemilik/developer, ntah dibeli atau gmn krg tahu. Pantesan jadi komersil banget, mulai dr perubahan di iklan jd lbh agresif sampai dengan widget yg dijual. Maaf sepertinya sy hrs cari penggantinya.",1
Aplikasi nya cukup bagus bisa membaca tp sayang pas adzan tdk sesuai kadang suka bug tdk berbunyi pdhal udh di seting pengaturan itu aja saran saya smoga di perbaiki kedepan nya terimakasih untuk app Alquran indonesia semoga kedepan nya di perbaiki lagi terimakasih,5
"Sangat berguna,minus dri aplikasi ini,sering sekali updet,cuma tidak ada perubaan bacground,dah itu sja,mksi udh baca😀",5
aplikasi ini super keren dan sangat bermanfaat karna bisa membaca al qur'an dimanapun dan kapanpun..semoga menjadi ladang amal buat pembuat dan pengguna🙏🙏,5
sangat membantu saat lagi di perjalanan misalnya keluar kota keluar negeri pokonya bagus bangettt,5
its very important aplication dan utk ulasan terbaru sy utk apk quran indonesia menurut hemat sy sbg pengguna setia aplikasi ini tdk usah ditambahtambah lagi cukup update bugx aja tdk usah dicampur aduk dg tambahan fitur lainx dan focus aja di mushaf quranx perbaiki setiap saat dg update,5
dengan adannya alquran di hp kita dapat membaca kapan saja dan di mana saja karna hp saat ini sudah menjadi kebutuahan setiap orang,5
Pada akhirnya aplikasi ini dibuat untuk keuntungan dunia. Widget waktu sholat aja sampai dijual ke user agar berbayar.. masya allah,5
sangat bermanfaat untuk saya pribadi. di saat senggang bisa membacanya,5
1. Suara adzan kadang terdengar kadang tidak 2. Tanggal hijriah nya sesat 1 hari lebih maju (kalo playstore bisa ngulas sambil posting saya akan kasih lihat),3
Aplikasi ini bagus dan bermanfaat untuk di dengar bagi umat muslim karena klo mendengar nya ruangan terasah adem dan tentram.bisa murotal pula.,5
"Jadwal solat yang harus premium itu lhoo, Asalnya kan gak usah premium juga bisa, Sekarang harus premium, Sedih",3
"Sangat bermanfaaf terutama bg yg masih belajar membaca, bg yg sudah bisa baca memahami arti ayat yg dibaca, Praktis, tdk perlu membawa kitabnya, saat lampu mata tetap masih bia baca lengkap dengan ayat dan makna",5
"Alhamdulillah. bisa mendengar suara murottal yg indah, arah kiblat, waktu sholat dll. sangar bagus dan TDK ada iklan",5
Setelah update Kenapa ndak bisa unduh mp3 nya yah ???,5
𝘚𝘦𝘣𝘦𝘯𝘢𝘯𝘺𝘢 𝘪𝘬𝘭𝘢𝘯 𝘯𝘺𝘢 𝘴𝘢𝘯𝘨𝘢𝘵 𝘮𝘦𝘯𝘨𝘨𝘢𝘯𝘨𝘨𝘶 𝘴𝘦𝘣𝘦𝘭𝘶𝘮 𝘥𝘪 𝘶𝘱𝘥𝘢𝘵𝘦 𝘮𝘢𝘭𝘢𝘩 𝘭𝘦𝘣𝘪𝘩 𝘣𝘢𝘪𝘬,2
"tolong jangan nodai alquran dengan iklan yang tidak jelas, semoga aplikasi ini menjadi syafaat bagi seluruh jajan developer",5
"iklan trllu bnyak, kita mau beribdah dan mendekatkan diri..bukn shopping",4
Alhamdulilah Masya Allah dengan adanya Al-Qur'an digital ini sangat mudah dibawa kemana mana dan sangat bermanfaat bagi para pengamalnya . Semoga selalu dilimpahkan Rahmat dan rejeki dari Allah subhanawata'ala Aamiin,5
Aplikasi nya bagus iklan nya juga jarang muncul. Tapi bisa tambah nada nada yang lain gitu biar suaranya gak itu itu aja,5
Aplikasi ini kenapa tidak ada perubahan update terus sudah gitu notifikasi azan harus di cek terus kalau ga di cek notifikasi azanya ga nyala.akan tetapi aplikasinya sangat mudah untuk mengingat kan waktu untuk beribadah,5
Bagus cuma pas adzan gak ada suaranya udh disetting tetep ga ada suara cuma notif doang,3
"sangat bagus mudah di baca, semoga yg buat apk ini dapat pahala yg tiada putus2nya",5
"Tolong diperbaiki lagi aplikasinya. Iklannya dihilangin aja,jangan karena urusan cuan anda menghapus pahala anda sendiri.",5
"Alhamdulillah,,,apk bagus membantu buat tadarus sehari2 dimna saja dan kapan saja.",5
"Masyaallah... aplikasi yang bagus, lengkap beserta waktu sholat sesuai daerah masing², kompas kiblat, beragam audio, pengingat sholat (adzan), tanda bacaan, opsi scroll, versi gelap terang, pembatas, dan lainnya yang sangat membantu saya dan semoga bermanfaat bagi yang lainnya.",5
"saya senang sekali ada nya aplikasi ini,saya bisa baca Alquran setiap saat, ditambah juga ada bacaan tajwid yg dicetak warna,JD tidak salah",5
"Di update malah banyak iklan, mau pasang widget sholat di layar malah harus premium sekarang. Kau tu sadar di pake karena kemudahan mu dan lagi cuman mau liat jadwal sholat aja iklan, kami pun masih ada adzan sama buku alquran. Auto uninstall sih👎",1
"Applikasi bagus Tapi tolong klw iklan ya di saring ini kan applikasi alquran ayat"" suci Masak ada iklan yg gk pantas . Klw tidak iklan ya di matiin aja",5
Assalamualaikum w.r w.b Aplikasi yang sangat membantu dan sangat mudah di bawa kemana mana al-quran alternatif membuat kita selalu ingat akan kebenaran Allah SWT kitab suci wahyu Allah SWT❤❤❤ Waalaikumsalam w.r w.b,5
Biasanya saya tidak bangun saat azan subuh sekarang saya bisa bangun untuk sholat subuh karena aplikasi ini,5
"Tolong dong developer nya buat apk bagus cuma 1 saran ny tolong adzan nya bisa di Gonta ganti misalnya kaya Muzammil hasballah ustad Hanan ataki dll jangan cuma 1 satu,mungkin bisa beberapa nada adzan dari ustad""/syekh lainnya",3
ini cukup membantu apabila kita sedang kesendirian/bosan baca al-qur'an in supaya tenang dan terhindar dari syton,5
Bagus....akan lebih bagus kalau bisa ada audio terjemahan nya juga ....🙏👍👍,5
Lebih tambah... Ternyata akhirnya harus berbayar... dan jadwal azan nya tidak bisa ditampilkan didepan layar... apakah harus di hapus ini aplikasi?...,2
Aplikasi Al Quran indonesia ini sangat membantu dan enak di pakai‼️😋 dan ada audio serta huruf tauhid berwarna nya emang bagus banget🥰🤩,5
Aplikasi yang sangat bermanfaat tentunya bagi umat Islam. Saya pun menyukainya. Sebagai masukan untuk manfaat yang lebih mungkin bisa ditambahkan kalender hari-hari besar/penting umat Islam agar jika butuh untuk melihatnya bisa mudah didapatkan dalam satuh halaman tersendiri. Tambahan lainnya bisa berupa konverter penanggalan Hijriyah-Masehi. Soalnya kedua fitur yang saya sebutkan di atas saya temukan di app serupa lainnya yang pernah saya gunakan.,5
"Udh di hapus data, reinstall kok masih mencari lokasi mohon bantuannya padahal sinyal aman"" Saja + mati sendiri ketika layar redup suaranya",1
"assalammuaikum✋izin beri ulasan ya suka banget.........😍😘👍 membantu banget👍👌 kalau lagi di perjalanan truss lupa bawa al-quran,membantu banget.mana pula ini gak pake data.Pokoknya the best deh👍💗💗 udah gitu aja semoga membantu😊😊",5
"Aplikasi ini the best, mudah, tidak pernah masalah. Cocoklah buat di bawa2.",5
"Alhamdulillah udh bisa sampai juz 27 gara² aplikasi ini,Aplikasi ini sangat berguna untuk menghafal juz 30 dan saya hafalan sudah surah Abasa.",5
"Alhamdulillah, aplikasi Alquran yang sangat bermanfaat yang dilengkapi dengan arti perkata dan adzan pengingat waktu sholat selalu aktif.",5
"Alhamdulillah aplikasi ini bagus sekali dan sangat membantu disaat ingin mengaji dimanapun lgsg buka apl.ini, bintang yg berbicara",5
"saya sebagai pengguna sangat suka sekali karena aplikasi ini mirotalnya banyak pilihan dan fiturnya lengkap, walapun memiliki kekurangan,yaitu bagian terakhir baca tidak sesuai",4
Aplikasinya bagus. Sangat membantu. Hanya Mp3 nya tidak ada terjemahan nya. Terima kasih,4
terbaikkk.. biasanya saya malas baca al quran sekarang gak ribet tingggal buka Hp..matap pokonya kalau ada lagi ku kasihh bintang1000,5
GK ada apa apa lagi bagus banget pokoknya gak nge bug dan aku jadi hafal yg aku harus afalin yaitu surat almu'minun 🙂,5
Setiap saat setiap waktu bisa beribadah menhafal mendengarkan dan membaca,5
"Assalamu'alaikum. Saya lebih suka aplikasi Al Qur'an versi yang lama tanpa ada Premium tanpa ada membeda-bedakan. Apk Al Qur'an versi lama, bisa menempatkan jadwal sholat di layar utama, saya bisa tahu jadwal sholat tanpa harus masuk apk dan yang lebih utama waktu untuk berbuka puasa. Meskipun hal kecil tapi berjasa buat saya Kekecewaan dan penyesalan saya adalah memperbaharui Aplikasi Al Qur'an Indonesia ( Widget )",2
Alhamdulillah dengan adanya Al-Qur'an digital sangat membantu dalam mengamalkan Al-Qur'an dimanapun dan kapanpun.,4
Aplikasi sangat bagus didukung waktu sholat daerah masing2 yg sangat akurat,5
"lumayan bagus,cuman untuk penulisan arabnya tidak bisa di besarkan lagi,mohon di perhatikan",3
Modelnya enak untuk digunakan. Tetapi kadang penempatan kalimatnya kurang kadang ada kalimat yang terpisah space padahal satu kalimat mohon diupdate untuk hal ini,5
sangat beerguna untuk kita menghafal al quran dan ada latinnya untuk mempermudahkan kita untuk membaca al quran,5
membantu mempermudah membaca Al Qur'an tulisan nya jelas dan ga susah,5
